8. Zeile und 79.Spalte, Wert:183682.79676672674
8. Zeile und 80.Spalte, Wert:183594.76623869187
8. Zeile und 81.Spalte, Wert:184270.0914472548
8. Zeile und 82.Spalte, Wert:183810.81476202744
8. Zeile und 83.Spalte, Wert:183699.65927077708
8. Zeile und 84.Spalte, Wert:183667.8729896987
8. Zeile und 85.Spalte, Wert:183681.65698452073
8. Zeile und 86.Spalte, Wert:183775.19941729627
8. Zeile und 87.Spalte, Wert:183542.25624670804
8. Zeile und 88.Spalte, Wert:183664.61805122104
8. Zeile und 89.Spalte, Wert:184300.5336203463
8. Zeile und 90.Spalte, Wert:183683.60236080544
8. Zeile und 91.Spalte, Wert:183968.1307836728
8. Zeile und 92.Spalte, Wert:183787.09421501626
8. Zeile und 93.Spalte, Wert:183603.0882589453
8. Zeile und 94.Spalte, Wert:183619.2165994825
8. Zeile und 95.Spalte, Wert:184286.2940541757
8. Zeile und 96.Spalte, Wert:183762.21095994668
8. Zeile und 97.Spalte, Wert:184113.66537776287
8. Zeile und 98.Spalte, Wert:184150.3934530117
8. Zeile und 99.Spalte, Wert:183628.2788759212
8. Zeile und 100.Spalte, Wert:183655.65441859147
9. Zeile und 0.Spalte, Wert:171701.3498219466
9. Zeile und 1.Spalte, Wert:172137.40562024925
9. Zeile und 2.Spalte, Wert:172252.35308785803
9. Zeile und 3.Spalte, Wert:172930.52623420302
9. Zeile und 4.Spalte, Wert:173406.1045215825
9. Zeile und 5.Spalte, Wert:173472.17982194189
9. Zeile und 6.Spalte, Wert:173817.922783464
9. Zeile und 7.Spalte, Wert:173241.34216216343
9. Zeile und 8.Spalte, Wert:174063.6371322241
9. Zeile und 9.Spalte, Wert:173958.8763980281
9. Zeile und 10.Spalte, Wert:174444.42760374164
9. Zeile und 11.Spalte, Wert:174830.6122103191
9. Zeile und 12.Spalte, Wert:175825.92797081234
9. Zeile und 13.Spalte, Wert:175865.59684052313
9. Zeile und 14.Spalte, Wert:176792.51443047036
9. Zeile und 15.Spalte, Wert:175409.3913827985
9. Zeile und 16.Spalte, Wert:177477.2282804143
9. Zeile und 17.Spalte, Wert:176763.53578232406
9. Zeile und 18.Spalte, Wert:177170.25936131467
9. Zeile und 19.Spalte, Wert:177136.68961438612
9. Zeile und 20.Spalte, Wert:177374.1766337669
9. Zeile und 21.Spalte, Wert:177348.73371981128
9. Zeile und 22.Spalte, Wert:177902.81683904977
9. Zeile und 23.Spalte, Wert:177691.39833437398
9. Zeile und 24.Spalte, Wert:177784.19888569365
9. Zeile und 25.Spalte, Wert:178293.9546340988
9. Zeile und 26.Spalte, Wert:178261.0896606196
9. Zeile und 27.Spalte, Wert:179331.90178486673
9. Zeile und 28.Spalte, Wert:178832.82707122425
9. Zeile und 29.Spalte, Wert:179549.16087838457
9. Zeile und 30.Spalte, Wert:179820.47817575975
9. Zeile und 31.Spalte, Wert:179298.7428087138
9. Zeile und 32.Spalte, Wert:181037.1177152236
9. Zeile und 33.Spalte, Wert:178802.94578857522
9. Zeile und 34.Spalte, Wert:180604.95705864805
9. Zeile und 35.Spalte, Wert:180288.54790513395
9. Zeile und 36.Spalte, Wert:180273.27371576548
9. Zeile und 37.Spalte, Wert:181064.25033086905
9. Zeile und 38.Spalte, Wert:181254.57886380624
9. Zeile und 39.Spalte, Wert:181080.81750875074
9. Zeile und 40.Spalte, Wert:182026.56742984493
9. Zeile und 41.Spalte, Wert:181108.84195721694
9. Zeile und 42.Spalte, Wert:180918.957043278
9. Zeile und 43.Spalte, Wert:182943.2387075404
9. Zeile und 44.Spalte, Wert:182485.92464280804
9. Zeile und 45.Spalte, Wert:181428.09813724222
9. Zeile und 46.Spalte, Wert:182465.02704194118
9. Zeile und 47.Spalte, Wert:182843.57691229304
9. Zeile und 48.Spalte, Wert:182909.86429524166
9. Zeile und 49.Spalte, Wert:183137.32570085133
9. Zeile und 50.Spalte, Wert:182582.8324508796
9. Zeile und 51.Spalte, Wert:183275.76737851807
9. Zeile und 52.Spalte, Wert:183419.55686206164
9. Zeile und 53.Spalte, Wert:183409.39333562818
9. Zeile und 54.Spalte, Wert:183928.79977683994
9. Zeile und 55.Spalte, Wert:183539.39342710495
9. Zeile und 56.Spalte, Wert:183556.87965816047
9. Zeile und 57.Spalte, Wert:183764.2201974224
9. Zeile und 58.Spalte, Wert:183690.11889644826
9. Zeile und 59.Spalte, Wert:183992.3208083796
9. Zeile und 60.Spalte, Wert:183475.70732353564
9. Zeile und 61.Spalte, Wert:183780.6838656205
9. Zeile und 62.Spalte, Wert:184004.4114094669
9. Zeile und 63.Spalte, Wert:183492.3882940146
9. Zeile und 64.Spalte, Wert:183854.53549240078
9. Zeile und 65.Spalte, Wert:183749.36216606718
9. Zeile und 66.Spalte, Wert:182403.3880488172
9. Zeile und 67.Spalte, Wert:183406.26410759214
9. Zeile und 68.Spalte, Wert:183527.86746917886
9. Zeile und 69.Spalte, Wert:183554.6297158475
9. Zeile und 70.Spalte, Wert:183811.02611312305
9. Zeile und 71.Spalte, Wert:204940.48632361993
9. Zeile und 72.Spalte, Wert:183638.0710386662
9. Zeile und 73.Spalte, Wert:183541.95919951738
9. Zeile und 74.Spalte, Wert:183542.4916201416
9. Zeile und 75.Spalte, Wert:183759.181276773
9. Zeile und 76.Spalte, Wert:184346.0783981401
9. Zeile und 77.Spalte, Wert:183962.08776593697
9. Zeile und 78.Spalte, Wert:183860.23053837186
9. Zeile und 79.Spalte, Wert:183485.05771399548
9. Zeile und 80.Spalte, Wert:183480.51048957196
9. Zeile und 81.Spalte, Wert:183722.65517445852
9. Zeile und 82.Spalte, Wert:183720.96758076176
9. Zeile und 83.Spalte, Wert:184047.31087822397
9. Zeile und 84.Spalte, Wert:183900.27140779005
9. Zeile und 85.Spalte, Wert:183962.36042896332
9. Zeile und 86.Spalte, Wert:183720.19820576636
9. Zeile und 87.Spalte, Wert:184211.0167121626
9. Zeile und 88.Spalte, Wert:183557.26139330908
9. Zeile und 89.Spalte, Wert:184199.11358638076
9. Zeile und 90.Spalte, Wert:183602.23219722928
9. Zeile und 91.Spalte, Wert:183537.61273373206
9. Zeile und 92.Spalte, Wert:183355.52197749124
9. Zeile und 93.Spalte, Wert:184013.08489200688
9. Zeile und 94.Spalte, Wert:183546.8694299674
9. Zeile und 95.Spalte, Wert:183542.11345412777
9. Zeile und 96.Spalte, Wert:183765.7466397916
9. Zeile und 97.Spalte, Wert:183612.03234668303
9. Zeile und 98.Spalte, Wert:183705.17812432066
9. Zeile und 99.Spalte, Wert:184287.35341070392
9. Zeile und 100.Spalte, Wert:184054.6843950435
10. Zeile und 0.Spalte, Wert:171675.67659610082
10. Zeile und 1.Spalte, Wert:172704.10912699156
10. Zeile und 2.Spalte, Wert:171910.76435201644
10. Zeile und 3.Spalte, Wert:173152.31102605927
10. Zeile und 4.Spalte, Wert:172927.83228164594
10. Zeile und 5.Spalte, Wert:173144.31595367115
10. Zeile und 6.Spalte, Wert:173807.5215252218
10. Zeile und 7.Spalte, Wert:172920.94456598273
10. Zeile und 8.Spalte, Wert:173413.59647165408
10. Zeile und 9.Spalte, Wert:173748.70661037913
10. Zeile und 10.Spalte, Wert:173516.1145755085
10. Zeile und 11.Spalte, Wert:175300.2185515931
10. Zeile und 12.Spalte, Wert:175437.1496820854
10. Zeile und 13.Spalte, Wert:175266.09651929032
10. Zeile und 14.Spalte, Wert:175536.60370721508
10. Zeile und 15.Spalte, Wert:174931.26569466875
10. Zeile und 16.Spalte, Wert:176418.38848978726
10. Zeile und 17.Spalte, Wert:176414.4022177454
10. Zeile und 18.Spalte, Wert:177505.63202815023
10. Zeile und 19.Spalte, Wert:176939.5313493243
10. Zeile und 20.Spalte, Wert:177779.3966927511
10. Zeile und 21.Spalte, Wert:176754.4453060978
10. Zeile und 22.Spalte, Wert:178207.9946981046
10. Zeile und 23.Spalte, Wert:177873.68740905382
10. Zeile und 24.Spalte, Wert:178109.66244761978
10. Zeile und 25.Spalte, Wert:178603.65805442628
10. Zeile und 26.Spalte, Wert:178064.20941122147
10. Zeile und 27.Spalte, Wert:179404.1198374771
10. Zeile und 28.Spalte, Wert:179872.64512397032
10. Zeile und 29.Spalte, Wert:179911.23688062385
10. Zeile und 30.Spalte, Wert:180746.22415799624
10. Zeile und 31.Spalte, Wert:180091.9284440826
10. Zeile und 32.Spalte, Wert:180751.14162543512
10. Zeile und 33.Spalte, Wert:179863.395742404
10. Zeile und 34.Spalte, Wert:179783.16601964296
10. Zeile und 35.Spalte, Wert:179937.73358694612
10. Zeile und 36.Spalte, Wert:180847.91630822018
10. Zeile und 37.Spalte, Wert:180826.63416910518
10. Zeile und 38.Spalte, Wert:181081.4455992196
10. Zeile und 39.Spalte, Wert:181507.0584577833
10. Zeile und 40.Spalte, Wert:180364.64101183318
10. Zeile und 41.Spalte, Wert:180962.14865242603
10. Zeile und 42.Spalte, Wert:181808.09853427464
10. Zeile und 43.Spalte, Wert:182259.89180410997
10. Zeile und 44.Spalte, Wert:181607.39566421654
10. Zeile und 45.Spalte, Wert:181898.034408632
10. Zeile und 46.Spalte, Wert:182542.7352602978
10. Zeile und 47.Spalte, Wert:182746.0028693885
10. Zeile und 48.Spalte, Wert:183343.37250460635
10. Zeile und 49.Spalte, Wert:182787.68790921505
10. Zeile und 50.Spalte, Wert:183271.71071928504
10. Zeile und 51.Spalte, Wert:183039.27358835214
10. Zeile und 52.Spalte, Wert:183125.54660869334
10. Zeile und 53.Spalte, Wert:182795.45000177214
10. Zeile und 54.Spalte, Wert:182763.9282506615
10. Zeile und 55.Spalte, Wert:183180.8165372959
10. Zeile und 56.Spalte, Wert:183501.86071909365
10. Zeile und 57.Spalte, Wert:183401.23402650162
10. Zeile und 58.Spalte, Wert:183260.11404924485
10. Zeile und 59.Spalte, Wert:183384.7621543997
10. Zeile und 60.Spalte, Wert:183346.86272639286
10. Zeile und 61.Spalte, Wert:183506.41538586275
10. Zeile und 62.Spalte, Wert:183267.91215149694
10. Zeile und 63.Spalte, Wert:183352.06855901532
10. Zeile und 64.Spalte, Wert:183494.1179439347
10. Zeile und 65.Spalte, Wert:183163.60839986842
10. Zeile und 66.Spalte, Wert:183186.33884133757
10. Zeile und 67.Spalte, Wert:183192.6033561032
10. Zeile und 68.Spalte, Wert:183503.3989179483
10. Zeile und 69.Spalte, Wert:183359.35519142463
10. Zeile und 70.Spalte, Wert:183177.04684960298
10. Zeile und 71.Spalte, Wert:183219.6894457252
10. Zeile und 72.Spalte, Wert:183689.7533906511
10. Zeile und 73.Spalte, Wert:183548.32779964857
10. Zeile und 74.Spalte, Wert:183313.3384602697
10. Zeile und 75.Spalte, Wert:183850.7001599586
10. Zeile und 76.Spalte, Wert:183776.83791792498
10. Zeile und 77.Spalte, Wert:203706.9350745567
10. Zeile und 78.Spalte, Wert:183574.12543945404
10. Zeile und 79.Spalte, Wert:183340.7765498354
10. Zeile und 80.Spalte, Wert:183244.26995648447
10. Zeile und 81.Spalte, Wert:183482.04052803142
10. Zeile und 82.Spalte, Wert:183191.81161739136
10. Zeile und 83.Spalte, Wert:183378.59307023813
10. Zeile und 84.Spalte, Wert:183432.5017099782
10. Zeile und 85.Spalte, Wert:183138.68259356404
10. Zeile und 86.Spalte, Wert:183205.2087260324
10. Zeile und 87.Spalte, Wert:183552.6332585328
10. Zeile und 88.Spalte, Wert:183441.29567942763
10. Zeile und 89.Spalte, Wert:183150.8098763798
10. Zeile und 90.Spalte, Wert:183240.627061262
10. Zeile und 91.Spalte, Wert:183127.64139544358
10. Zeile und 92.Spalte, Wert:183199.2368368967
10. Zeile und 93.Spalte, Wert:183132.85544710973
10. Zeile und 94.Spalte, Wert:183222.80665416023
10. Zeile und 95.Spalte, Wert:183637.77962742012
10. Zeile und 96.Spalte, Wert:183188.71240716276
10. Zeile und 97.Spalte, Wert:183347.60866793143
10. Zeile und 98.Spalte, Wert:183458.3566694011
10. Zeile und 99.Spalte, Wert:183186.74242471674
10. Zeile und 100.Spalte, Wert:183159.59220059667
11. Zeile und 0.Spalte, Wert:172244.80684490185
11. Zeile und 1.Spalte, Wert:172400.7994818837
11. Zeile und 2.Spalte, Wert:172229.96413575712
11. Zeile und 3.Spalte, Wert:172695.43056665125
11. Zeile und 4.Spalte, Wert:172521.8057534654
11. Zeile und 5.Spalte, Wert:173278.42745592442
11. Zeile und 6.Spalte, Wert:173125.91385864932
11. Zeile und 7.Spalte, Wert:173540.7605501819
11. Zeile und 8.Spalte, Wert:174167.00906022603
11. Zeile und 9.Spalte, Wert:174570.69597908907
11. Zeile und 10.Spalte, Wert:173883.46817733572
11. Zeile und 11.Spalte, Wert:174611.93146821824
11. Zeile und 12.Spalte, Wert:174643.1521119254
11. Zeile und 13.Spalte, Wert:175171.56418854024
11. Zeile und 14.Spalte, Wert:176049.91127184426
11. Zeile und 15.Spalte, Wert:176500.93270859405
11. Zeile und 16.Spalte, Wert:176269.601555592
11. Zeile und 17.Spalte, Wert:176198.53431149645
11. Zeile und 18.Spalte, Wert:176416.77688236942
11. Zeile und 19.Spalte, Wert:176633.6489813683
11. Zeile und 20.Spalte, Wert:177084.6660759253
11. Zeile und 21.Spalte, Wert:178077.2798699754
11. Zeile und 22.Spalte, Wert:177719.4393405952
11. Zeile und 23.Spalte, Wert:177286.29432600297
11. Zeile und 24.Spalte, Wert:177728.06733560804
11. Zeile und 25.Spalte, Wert:179358.6320261687
11. Zeile und 26.Spalte, Wert:177825.2452616927
11. Zeile und 27.Spalte, Wert:178917.8190993239
11. Zeile und 28.Spalte, Wert:179961.43796170628
11. Zeile und 29.Spalte, Wert:178449.26229016934
11. Zeile und 30.Spalte, Wert:179953.7705425426
11. Zeile und 31.Spalte, Wert:180054.86931796186
11. Zeile und 32.Spalte, Wert:179720.9009087365
11. Zeile und 33.Spalte, Wert:180032.80690573988
11. Zeile und 34.Spalte, Wert:180077.67573937526
11. Zeile und 35.Spalte, Wert:180913.08904247504
11. Zeile und 36.Spalte, Wert:180426.50182701254
11. Zeile und 37.Spalte, Wert:180960.10343188758
11. Zeile und 38.Spalte, Wert:180803.57949995037
11. Zeile und 39.Spalte, Wert:181061.56117916308
11. Zeile und 40.Spalte, Wert:181230.72591351575
11. Zeile und 41.Spalte, Wert:181750.2029115353
11. Zeile und 42.Spalte, Wert:182548.91876576858
11. Zeile und 43.Spalte, Wert:181711.98345344682
11. Zeile und 44.Spalte, Wert:181951.49821031222
11. Zeile und 45.Spalte, Wert:182325.38071677077
11. Zeile und 46.Spalte, Wert:182469.70524257692
11. Zeile und 47.Spalte, Wert:183406.53644904995
11. Zeile und 48.Spalte, Wert:183071.46179091622
11. Zeile und 49.Spalte, Wert:183330.14474062787
11. Zeile und 50.Spalte, Wert:183121.16064532573
11. Zeile und 51.Spalte, Wert:182670.32196146535
11. Zeile und 52.Spalte, Wert:183271.8338726098
11. Zeile und 53.Spalte, Wert:183596.4907743687
11. Zeile und 54.Spalte, Wert:183483.08495069813
11. Zeile und 55.Spalte, Wert:183198.95720854346
11. Zeile und 56.Spalte, Wert:183121.12974168573
11. Zeile und 57.Spalte, Wert:183392.31946980275
11. Zeile und 58.Spalte, Wert:183732.41015223457
11. Zeile und 59.Spalte, Wert:183276.86425097456
11. Zeile und 60.Spalte, Wert:183428.53610245333
11. Zeile und 61.Spalte, Wert:183707.2434730469
11. Zeile und 62.Spalte, Wert:183409.81739905913
11. Zeile und 63.Spalte, Wert:183996.4136816231
11. Zeile und 64.Spalte, Wert:183568.42855131038
11. Zeile und 65.Spalte, Wert:183292.7426551864
11. Zeile und 66.Spalte, Wert:183287.67444890807
11. Zeile und 67.Spalte, Wert:183578.59716480432
11. Zeile und 68.Spalte, Wert:183196.3744588513
11. Zeile und 69.Spalte, Wert:183841.70446367055
11. Zeile und 70.Spalte, Wert:183493.2859958145
11. Zeile und 71.Spalte, Wert:183573.1039679491
11. Zeile und 72.Spalte, Wert:183619.90019410802
11. Zeile und 73.Spalte, Wert:183924.8249102327
11. Zeile und 74.Spalte, Wert:183621.04870625617
11. Zeile und 75.Spalte, Wert:184133.89688798477
11. Zeile und 76.Spalte, Wert:183384.83579762606
11. Zeile und 77.Spalte, Wert:184252.1135300659
11. Zeile und 78.Spalte, Wert:183564.49891797834
11. Zeile und 79.Spalte, Wert:183575.95187756346
11. Zeile und 80.Spalte, Wert:183393.19901240474
11. Zeile und 81.Spalte, Wert:184068.84821018955
11. Zeile und 82.Spalte, Wert:206679.6185117841
11. Zeile und 83.Spalte, Wert:183286.44117465065
11. Zeile und 84.Spalte, Wert:183809.89141693435
11. Zeile und 85.Spalte, Wert:183777.52521246317
11. Zeile und 86.Spalte, Wert:183686.6335527396
11. Zeile und 87.Spalte, Wert:183640.77595557348
11. Zeile und 88.Spalte, Wert:183280.83004429488
11. Zeile und 89.Spalte, Wert:183753.52418788752
11. Zeile und 90.Spalte, Wert:183292.5039077557
11. Zeile und 91.Spalte, Wert:183434.98918394616
11. Zeile und 92.Spalte, Wert:183790.21756227763
11. Zeile und 93.Spalte, Wert:183381.1788494601
11. Zeile und 94.Spalte, Wert:183722.09656467437
11. Zeile und 95.Spalte, Wert:183745.70015084418
11. Zeile und 96.Spalte, Wert:183873.39795681334
11. Zeile und 97.Spalte, Wert:183549.72085535957
11. Zeile und 98.Spalte, Wert:183632.10127665487
11. Zeile und 99.Spalte, Wert:183300.43084638382
11. Zeile und 100.Spalte, Wert:183553.91788102352
12. Zeile und 0.Spalte, Wert:172164.58560438102
12. Zeile und 1.Spalte, Wert:171804.2494112046
12. Zeile und 2.Spalte, Wert:171631.82261994827
12. Zeile und 3.Spalte, Wert:172853.31889363978
12. Zeile und 4.Spalte, Wert:172971.17070142223
12. Zeile und 5.Spalte, Wert:173272.41665498674
12. Zeile und 6.Spalte, Wert:172329.3311087746
12. Zeile und 7.Spalte, Wert:171942.81656498314
12. Zeile und 8.Spalte, Wert:173722.42355861914
12. Zeile und 9.Spalte, Wert:174923.71758519675
12. Zeile und 10.Spalte, Wert:174234.4647349349
12. Zeile und 11.Spalte, Wert:175097.09270929015
12. Zeile und 12.Spalte, Wert:174483.20980039652
12. Zeile und 13.Spalte, Wert:176081.12412081592
12. Zeile und 14.Spalte, Wert:176533.2558144173
12. Zeile und 15.Spalte, Wert:175855.99435975304
12. Zeile und 16.Spalte, Wert:175692.42459641656
12. Zeile und 17.Spalte, Wert:177082.38278517703
12. Zeile und 18.Spalte, Wert:176392.87675365954
12. Zeile und 19.Spalte, Wert:176829.39101222603
12. Zeile und 20.Spalte, Wert:177027.8943012827
12. Zeile und 21.Spalte, Wert:177317.4049770732
12. Zeile und 22.Spalte, Wert:177025.34569332
12. Zeile und 23.Spalte, Wert:178224.94197395578
12. Zeile und 24.Spalte, Wert:178314.9793263446
12. Zeile und 25.Spalte, Wert:177897.62995826756
12. Zeile und 26.Spalte, Wert:178561.3765605206
12. Zeile und 27.Spalte, Wert:178743.81212748238
12. Zeile und 28.Spalte, Wert:178956.68899374868
12. Zeile und 29.Spalte, Wert:178616.464942593
12. Zeile und 30.Spalte, Wert:179262.82169641182
12. Zeile und 31.Spalte, Wert:180295.20291296815
12. Zeile und 32.Spalte, Wert:179521.42608875872
12. Zeile und 33.Spalte, Wert:180228.53143874355
12. Zeile und 34.Spalte, Wert:179766.85504333317
12. Zeile und 35.Spalte, Wert:181035.2937987884
12. Zeile und 36.Spalte, Wert:180754.15545633514
12. Zeile und 37.Spalte, Wert:180609.30247320564
12. Zeile und 38.Spalte, Wert:180555.05944657433
12. Zeile und 39.Spalte, Wert:181037.23021137246
12. Zeile und 40.Spalte, Wert:181875.39613740653
12. Zeile und 41.Spalte, Wert:181941.74350239141
12. Zeile und 42.Spalte, Wert:180959.28717025166
12. Zeile und 43.Spalte, Wert:182198.2053491792
12. Zeile und 44.Spalte, Wert:182113.3794784584
12. Zeile und 45.Spalte, Wert:181993.43052329172
12. Zeile und 46.Spalte, Wert:181583.67445694658
12. Zeile und 47.Spalte, Wert:182228.78353208821
12. Zeile und 48.Spalte, Wert:182355.90736548527
12. Zeile und 49.Spalte, Wert:182446.42019831733
12. Zeile und 50.Spalte, Wert:183413.81125863333
12. Zeile und 51.Spalte, Wert:182082.0095191457
12. Zeile und 52.Spalte, Wert:181686.10264902422
12. Zeile und 53.Spalte, Wert:183531.92342698452
12. Zeile und 54.Spalte, Wert:183407.04064334728
12. Zeile und 55.Spalte, Wert:183470.53192204933
12. Zeile und 56.Spalte, Wert:183388.32699330535
12. Zeile und 57.Spalte, Wert:183976.63715566156
12. Zeile und 58.Spalte, Wert:182868.08112468978
12. Zeile und 59.Spalte, Wert:183736.33321047024
12. Zeile und 60.Spalte, Wert:183395.69542362005
12. Zeile und 61.Spalte, Wert:182461.26631300288
12. Zeile und 62.Spalte, Wert:183450.5517807599
12. Zeile und 63.Spalte, Wert:183691.60734738962
12. Zeile und 64.Spalte, Wert:183743.77981892478
12. Zeile und 65.Spalte, Wert:183402.25311016585
12. Zeile und 66.Spalte, Wert:183573.0992613921
12. Zeile und 67.Spalte, Wert:183281.84541935977
12. Zeile und 68.Spalte, Wert:183490.75083885776
12. Zeile und 69.Spalte, Wert:183485.45826513396
12. Zeile und 70.Spalte, Wert:183383.72671090672
12. Zeile und 71.Spalte, Wert:205733.26846153315
12. Zeile und 72.Spalte, Wert:183843.49253661314
12. Zeile und 73.Spalte, Wert:183756.20595962362
12. Zeile und 74.Spalte, Wert:183499.4215373114
12. Zeile und 75.Spalte, Wert:183691.63595984163
12. Zeile und 76.Spalte, Wert:183577.21018709804
12. Zeile und 77.Spalte, Wert:183638.799149371
12. Zeile und 78.Spalte, Wert:183452.24515843557
12. Zeile und 79.Spalte, Wert:183771.55760690928
12. Zeile und 80.Spalte, Wert:183317.1522971272
12. Zeile und 81.Spalte, Wert:183397.8211786483
12. Zeile und 82.Spalte, Wert:183744.36607473082
12. Zeile und 83.Spalte, Wert:183449.47815281848
12. Zeile und 84.Spalte, Wert:183438.9488456218
12. Zeile und 85.Spalte, Wert:183707.74749447647
12. Zeile und 86.Spalte, Wert:183563.95898530335
12. Zeile und 87.Spalte, Wert:183353.42348926153
12. Zeile und 88.Spalte, Wert:183481.47618667173
12. Zeile und 89.Spalte, Wert:183439.66118132928
12. Zeile und 90.Spalte, Wert:183862.35724587916
12. Zeile und 91.Spalte, Wert:183519.7548731091
12. Zeile und 92.Spalte, Wert:183789.69272579
12. Zeile und 93.Spalte, Wert:183396.96114285363
12. Zeile und 94.Spalte, Wert:183756.42743203367
12. Zeile und 95.Spalte, Wert:183556.46284906243
