1615.46896950529,1646.16397468848,1653.21318358455,1638.09758583136,1626.74705795421,1628.79322584173,1627.99397628696,1639.0784060108,1620.84327126287,1640.93231296794,1622.13718785593
1637.26189984945,1654.12403981129,1671.58444008489,1653.80862401642,1639.53541603684,1640.5269586693,1663.23410058322,1633.44826325745,1627.06969262174,1630.12913341153,1628.94060582152
1592.99607426044,1627.87520503343,1669.68407354025,1596.64796174904,1602.98422589008,1590.28909405949,1587.65990925759,1606.16206368663,1599.89513388458,1593.851042729,1603.33954692544
1636.62065213272,1663.16475763853,1661.42005274571,1665.61320433562,1611.7761555614,1617.15459885778,1606.71573551467,1607.97471298851,1606.15662857077,1602.69344667016,1604.28442250029
1615.08618256503,1644.13524094441,1665.593451514,1629.67786589079,1608.43469113533,1599.42749510303,1586.81109529785,1593.32350684008,1600.00608267223,1609.18498581452,1586.17883146458
1610.19502184048,1627.70567876841,1669.23822180947,1683.53116266089,1653.60410626424,1618.81864578978,1622.12765473509,1615.22729884133,1614.69946703297,1612.06339959638,1627.26311671446
1665.78154173216,1679.69102477224,1716.96232501549,1695.87039345421,1690.83775343258,1695.93271054647,1697.9237544104,1665.24975813161,1658.48985772623,1667.12924710872,1658.88932101233
1623.39789396483,1659.5781433808,1656.72424265631,1672.28424296079,1660.77813181217,1665.11972509715,1651.30468100887,1635.32487024809,1618.5377176361,1632.11051691186,1626.59558903443
1646.51395196933,1640.96674068435,1648.38375703435,1680.54162569804,1674.93705873155,1666.73377295281,1679.63349207002,1645.06361391759,1649.93046791741,1633.92331812656,1635.22763944626
1651.13335436404,1648.72099503535,1656.08397688808,1698.49591193695,1651.61706014993,1655.00177013633,1668.84542860263,1657.4852776956,1659.4770957121,1646.44167066935,1644.46968819325
1642.17715785751,1643.00303847257,1662.67407325567,1675.40048010668,1659.85490225147,1675.62618262496,1662.36697461131,1658.01226421438,1638.35678572789,1639.48657028694,1635.5643028359
