156149.08016227072,171207.78320076424,162761.5799323958,166982.17304407625,171839.35620744957,155220.1483863282,160017.92813224447,170330.127703465,165420.0808182615,178518.0584289232,172686.00425383312,166021.85731521365,166002.9426584001,155474.64087587575,162538.35442951083,167410.01793198712,169948.62914406703,164785.42070464097,160378.42222619613,183858.10562665423,150309.56970023178,
161083.04813341855,161870.90640117673,154229.67903993555,162435.79804667408,159339.4451894512,168953.4455365637,165113.13481069542,165133.28125802596,170013.79580203968,156665.66856177672,163166.60961835,169328.1604589,168403.94406510342,157797.66676634818,149180.35391499617,173011.0295481264,148852.65344418405,170292.67314524745,184221.69144918903,172708.65075200805,153759.3116753902,
178705.13604819012,178747.4418196416,177247.4111877546,176575.67065540978,176039.64956317097,176972.8981024117,178120.5729777945,177403.85649261472,175242.9562100229,175992.1608460643,185504.32803198093,174658.28955233586,176257.04773144232,179077.05687507143,176592.01667706377,176214.37734598073,174775.35532350413,176659.0796324099,177678.40054810327,177626.38400564346,157120.34887721384,
141746.07123955217,158242.6719998657,141973.65954767913,156557.7358592492,184792.59551022045,153423.9106504253,152900.61316417853,153358.1006400752,155053.3486177701,164521.44766652316,162027.12175558446,149952.16032540228,147563.81077497438,156594.70742209864,146983.3050067163,141691.04187433876,141992.53540009007,158014.14796650512,141662.94580062758,151190.7592684831,141946.2820453369,
153853.67092587025,145513.47667790856,148722.89584102007,153880.84689631127,184929.069089926,153790.9720880559,148116.86570733922,161056.42999626795,142017.97737661295,168291.53668372263,165598.26200303284,151676.79318306546,157108.71697119015,151584.10785425056,162052.79751510522,161837.31313704024,156717.36108302214,147854.10593641378,148683.48280871852,157396.56116226208,141913.57699251876,
178493.54211365498,174606.52947664796,177289.90350042112,176877.61389451387,185101.3214120513,178039.67609200964,178098.10449981192,170243.31995501314,174672.78793912882,167062.78240444025,179469.94536195844,166720.61940899238,170079.81584854046,175125.48622588502,178825.61855619634,176781.40909502402,176251.93205258527,174816.71249573602,171943.84081900335,173389.21656165054,148196.80963874003,
156910.97549534883,156406.4679167282,166080.9751030451,168143.96973277023,185202.21630363062,168598.48853791447,166216.73839084982,156534.87253271008,164808.42066600922,162687.20914996,169099.0211041421,151422.9659081552,165494.38004645676,157325.72419876407,167525.79926698003,173951.5088604977,157067.4451624459,166632.71924055953,154452.31618884648,162220.57962002198,142195.47225058556,
164636.2306508189,153313.36151982957,164460.0610708832,162205.83743165416,151861.1048766186,182387.61091707164,155866.35436622857,170955.23823047613,166661.11554669117,163142.97374664404,159995.93803429103,169077.8307279692,167465.488542045,155071.39994082158,163758.78567145698,162207.148025976,168564.98222760588,157367.290507213,167480.0811280755,155355.95127433114,152575.69751805643,
155156.0532488057,154491.00961685338,158685.83524714183,161316.11132299536,185569.1317828514,161351.81314365842,156949.41582412386,151147.15554955712,148990.83050397286,147311.3535237946,149258.80464704675,153883.2261220857,147304.80705263565,156619.80429268535,148625.31377704281,148743.88263362565,150013.40347126825,156062.29131462105,154498.70164167357,154965.87409549678,142846.917398513,
172503.90827618516,157273.8768556773,162335.0503286874,166171.29149423205,159550.37987445822,182751.01937202498,169150.12293233752,164433.64402130822,165771.91028833122,161406.12090560884,163456.48651386725,163958.66746748242,156060.17242719728,162498.52620644835,174161.4916154079,154559.20743428232,160608.99125144767,165489.94530458475,162395.34362987604,164646.37024991153,155984.63397172967,
183641.57050172673,182681.83550504805,183661.39221965396,184156.75768995535,185726.40545312272,182974.58849877247,184900.97025302905,184626.72018191672,184100.87529977603,184151.21029460232,187500.8187281774,182914.9083616966,179675.4942642015,181811.60860382338,183663.9628014581,183813.8464913963,179129.88721294666,179118.5330569326,184160.98850595875,183865.0073799853,181408.13625787274,
179952.2025253186,178141.71329375316,178535.8538972159,180933.1794014627,181586.8281982197,178080.11976616975,179803.35498193814,179940.12856019335,179812.54320739905,180940.32350807913,187774.81458924478,178528.97081137125,178634.39651100937,176898.90261943528,179766.03437676874,177498.27823416007,176984.54905364808,176948.64937370716,178760.40292007598,180746.5580555259,159664.51189709807,
179303.39171113455,178052.24811394213,177092.3765904637,180271.25846047315,177919.21355408942,177637.8010940659,178350.2824662923,179378.28909432073,178907.2262754203,177675.43087654718,188027.6568030377,177131.5574544123,168679.5645989668,176294.51751641696,177674.3700153401,178285.81559130526,176049.53910760436,172680.137394833,175245.67122126115,179117.96524504118,160208.85056231002,
166614.85387725214,174059.1701303257,167680.4587833761,166111.42868280114,167083.82934438382,166595.2556360256,175607.2101723019,163133.21764090378,173574.894370378,163317.56908784484,189037.12328142373,168365.1438805036,161808.8424994196,165750.67092907577,167602.44758397454,173197.00403569656,170009.4598442001,168812.85696688315,163221.9083180306,175853.6866352693,154422.79281623315,
165027.54908073405,173714.6388185849,161502.80818695357,169249.3727059721,174025.58842542482,167789.2632054526,172050.0597607387,168069.1346823381,184678.3524640841,161908.77653353993,161131.1437487392,173234.963248245,166689.3076765891,169242.8758892578,169175.06075669383,173159.18996930553,164850.17089472542,165656.60269996568,168153.16331446904,160760.23099132132,156890.69314124898,
172170.35072632288,169798.15759652163,171996.72140862994,173918.816803316,169548.39488079978,173503.90010121325,173324.61850320708,169157.87720476257,171577.5938060067,176959.90091187647,171941.31451958863,177596.5455830729,174562.8624917837,166821.76591817566,185504.36889698138,161366.7429458071,169801.60267884465,164797.8735235621,162169.05932767515,167304.6115751695,157279.12023744118,
174703.44974218032,167029.82108784953,170066.68423186243,174023.9753042754,167618.80207624554,168571.5424272979,169951.1925089672,168182.06618641893,170426.6083702175,165777.62116251813,170126.35342160062,171244.96515132592,172270.21110895,174357.59946551488,168972.9571342599,185755.49572097155,166429.29573275844,166223.09122618588,165801.0425121154,165520.7280130552,156488.6931711587,
153837.76969511618,153676.32231453768,158380.0801189881,157903.14788951926,153156.47317291127,162131.35193315707,158638.20025572646,158495.5844136779,166253.27667440448,158918.76256755763,189140.38092219346,153147.95947454078,158040.2647030001,158319.53575084082,170019.55878624372,163403.78575585486,164442.14868074557,161111.88234414376,162522.1142194448,153690.81777435954,156843.19562746148,
157586.31354528098,157829.81736924368,156772.97845173828,153226.15619397414,161458.5045568961,153183.7692765182,158236.55712442676,153063.19348463113,162210.1605618648,165875.452053231,160953.30316533995,157718.29162331912,161630.87069605166,158251.67260995056,186344.2681224396,152978.55145701984,157238.93807009366,157097.9598770398,157718.4787931215,152772.1618368004,153011.5086743879,
164245.86285031957,152467.6629296586,152004.28608986293,157427.48119823376,161929.8985465463,152612.3254206502,157007.31839816493,151272.4468054613,161476.10573976603,161565.8445272564,189194.39349054047,156092.32732555695,164408.27426138063,163085.04224793892,169331.4050545061,157720.98673944076,156505.2580624046,163467.1516883929,156304.36355139877,152528.95896516068,152572.4276499147,
161609.37521123432,157163.8505134331,160268.29506688417,157436.19696386647,157202.88728931855,157325.30566233012,162009.5969685005,161420.5333416767,161277.26476442695,161661.89767972898,157642.76945348672,157305.1445941357,160725.66422572586,157409.70961296483,186359.1567451281,157688.8223590937,157000.0776820338,161239.4790992679,157517.9439650368,157473.66231867188,157148.7314523765,
