171832.499712663,173272.242098094,172469.217063899,172228.098318599,173191.139155892,173108.014903415,174909.307773753,175661.632811675,174427.813256024,172654.845239592,173721.441038,171951.068379672,172648.039055526,171738.827703762,172106.797889523,172070.741996814,172456.939761232,172448.319610609,171710.196130358,171078.444746359,166017.723338463
170246.528993401,169322.81979977,171772.129307278,171608.12413981,169645.40154461,171061.507414894,171862.241178726,172184.373468248,170758.524351059,169855.296424845,173571.908016174,170985.554049058,169599.516335729,171265.862925685,168614.382292773,168351.673955872,168715.342791247,168647.011919816,167923.93073252,170013.687620931,161685.158913424
168439.775997251,168600.008265815,168506.02664065,170395.682563311,168899.790558967,168783.626198914,170540.089140803,172130.713760533,170173.283640176,170271.018828021,172232.316459819,170870.559656156,169005.675260978,168918.925301496,167537.213037832,167436.308738631,167981.714947635,166953.735052864,166399.166784004,168439.267891442,158994.568514906
165456.771942955,165725.05556712,167069.037750323,169198.493363212,166511.22214396,166051.521113159,168033.153462035,169503.309621149,167828.035778716,168793.544640072,170551.005949853,169028.292949213,167537.878647913,166562.286656672,166188.042307131,165533.297916555,165623.239123916,165653.219086143,166339.652897839,165811.689143469,157797.429019936
168424.790273331,168489.490084614,170495.114529961,169430.324080611,169705.63185424,169181.894777471,168446.157689416,170238.846381392,170184.775725554,172828.269587745,173948.617398188,169983.873272395,169312.600624568,169122.835078303,169146.054592584,168481.486283142,167688.786394403,168135.439434419,166958.831708012,168425.782001576,159458.419719553
166837.608078738,166796.055197176,167792.256157831,166485.368854311,167316.891125985,167299.298167298,168809.616753706,169730.037273967,167970.823717764,170944.80434359,172081.124946948,169827.827585378,168037.860073849,166739.9087838,168453.551592425,166762.054241124,167515.939476492,166655.729554435,165907.48679142,166048.376120623,160151.121034879
168165.876765679,167841.191036441,167854.794636343,167964.46585194,167944.555997575,169028.112669338,168045.167021236,171544.696664442,169582.224357417,169632.344769374,173231.515205936,171260.792362482,171943.65884156,169104.549483457,168393.994898494,168651.144172028,168846.91818307,167664.56822605,166797.848529883,166407.703114729,160225.188235619
166855.903370504,165964.61284978,166413.879191226,166786.379353382,168988.260318088,168641.767064426,167024.169869674,171077.877463474,169165.536029432,170329.86901203,171569.076445902,169506.966762327,168259.299813722,167626.724151295,168555.066534684,167859.887370327,168234.401615678,168246.945795222,167087.695784377,167450.197788166,158231.78370096
166363.325297414,167763.539215452,167214.589598152,165593.466520474,166676.111678243,167369.474769531,169174.749919005,170184.791992813,169002.152968691,168829.91662494,172679.356502984,168833.793863893,167399.455600275,167677.942852184,167103.570608475,166732.946059457,167470.834113237,167154.878855429,167133.906244274,166249.384356821,159866.61066358
167021.93123302,168226.547887033,167953.953648333,168566.83388981,167944.999644399,168202.482214214,168145.442315938,170038.615447774,169450.241279088,169724.530824389,171915.253859471,170017.070327837,169065.0136339,168799.64260374,168494.167111719,167999.497309083,166670.021217927,167491.499088947,168254.172020271,167190.585382584,158616.047515706
162347.136336971,162842.915265059,161929.247681205,164051.599522122,162932.502690165,161948.779459186,162944.328802569,164456.322429925,164264.806647505,168738.582709258,163629.944552173,163730.495239915,165351.803880492,164070.499994605,162338.434794127,162475.88051725,162604.162856532,164077.346769008,161665.296830581,161805.162662176,156749.479665416
